pipeline_id,pipe_age_years,material,diameter_mm,length_m,previous_failures,days_since_last_maintenance,complaints_last_30_days,leakage_complaints_30d,failure_next_12_months
HIST-PIPE-06365,78,Steel,150,98.2,5,123,2,2,0
HIST-PIPE-06366,33,PVC,400,278.5,0,89,3,1,0
HIST-PIPE-06367,21,Cast Iron,300,53.8,0,1120,2,1,0
HIST-PIPE-06368,53,Ductile Iron,250,1386.7,0,2540,6,3,0
HIST-PIPE-06369,17,PVC,250,160.3,0,455,2,0,0
HIST-PIPE-06370,60,Steel,100,51.7,2,494,4,3,0
HIST-PIPE-06371,52,Cast Iron,200,749.0,2,143,1,0,1
HIST-PIPE-06372,46,Ductile Iron,150,74.1,0,23,3,2,0
HIST-PIPE-06373,7,Cast Iron,100,776.2,0,186,2,1,0
HIST-PIPE-06374,9,Ductile Iron,300,611.1,2,1788,4,1,1
HIST-PIPE-06375,45,Cast Iron,150,95.2,2,796,9,2,1
HIST-PIPE-06376,41,PVC,150,92.0,1,85,0,0,0
HIST-PIPE-06377,60,Steel,250,524.8,2,39,6,3,0
HIST-PIPE-06378,54,Cast Iron,250,588.3,0,1004,0,0,0
HIST-PIPE-06379,70,Steel,200,214.9,2,319,3,3,1
HIST-PIPE-06380,36,PVC,200,781.8,1,2635,5,2,0
HIST-PIPE-06381,17,Ductile Iron,400,127.4,0,404,0,0,0
HIST-PIPE-06382,33,Steel,100,380.3,2,270,2,0,0
HIST-PIPE-06383,20,Ductile Iron,100,237.9,1,166,2,2,0
HIST-PIPE-06384,42,Ductile Iron,250,192.1,0,956,2,2,0
HIST-PIPE-06385,28,PVC,250,319.9,0,400,1,1,0
HIST-PIPE-06386,51,Cast Iron,100,176.2,1,914,0,0,0
HIST-PIPE-06387,36,Ductile Iron,200,138.2,0,611,0,0,0
HIST-PIPE-06388,66,PVC,300,322.2,0,2217,4,2,0
HIST-PIPE-06389,17,PVC,300,312.4,0,12,1,0,0
HIST-PIPE-06390,55,Cast Iron,200,632.1,1,743,3,2,0
HIST-PIPE-06391,60,Cast Iron,100,418.1,5,434,3,3,0
HIST-PIPE-06392,30,Ductile Iron,150,192.6,2,1002,2,2,0
HIST-PIPE-06393,43,PVC,150,457.2,1,814,2,1,0
HIST-PIPE-06394,39,Concrete,300,93.4,1,323,1,0,0
HIST-PIPE-06395,17,PVC,200,120.1,0,281,2,1,0
HIST-PIPE-06396,62,Cast Iron,300,358.9,3,22,2,2,0
HIST-PIPE-06397,45,PVC,500,334.9,0,3000,0,0,0
HIST-PIPE-06398,58,Ductile Iron,250,314.4,0,1034,2,1,0
HIST-PIPE-06399,45,PVC,150,402.0,1,115,2,0,0
HIST-PIPE-06400,52,Cast Iron,100,108.6,1,594,1,1,1
HIST-PIPE-06401,25,PVC,100,615.5,0,1642,0,0,1
HIST-PIPE-06402,60,Steel,100,779.0,4,119,2,1,0
HIST-PIPE-06403,19,PVC,150,307.7,0,1258,2,1,0
HIST-PIPE-06404,73,Cast Iron,150,454.1,1,1019,4,4,1
HIST-PIPE-06405,33,Concrete,250,649.5,0,260,0,0,0
HIST-PIPE-06406,13,PVC,100,417.7,0,122,1,1,0
HIST-PIPE-06407,23,PVC,200,249.5,0,624,1,1,0
HIST-PIPE-06408,59,Cast Iron,100,452.3,4,429,3,3,0
HIST-PIPE-06409,56,Cast Iron,150,984.5,3,247,1,1,0
HIST-PIPE-06410,62,Cast Iron,100,168.2,1,1387,0,0,0
HIST-PIPE-06411,55,Cast Iron,250,615.4,1,3000,0,0,0
HIST-PIPE-06412,42,Ductile Iron,150,2000.0,1,525,0,0,0
HIST-PIPE-06413,38,PVC,200,553.7,2,63,8,1,0
HIST-PIPE-06414,56,Concrete,300,180.2,1,108,1,1,0
HIST-PIPE-06415,21,Cast Iron,400,95.6,0,984,0,0,0
HIST-PIPE-06416,60,Concrete,200,325.2,3,2125,0,0,0
HIST-PIPE-06417,55,Cast Iron,250,93.3,5,85,7,4,1
HIST-PIPE-06418,52,Steel,300,266.7,1,134,1,0,1
HIST-PIPE-06419,32,Steel,150,193.7,0,1534,0,0,0
HIST-PIPE-06420,38,Ductile Iron,250,276.0,1,469,1,0,0
HIST-PIPE-06421,36,Steel,250,182.3,0,2386,8,3,0
HIST-PIPE-06422,13,PVC,200,702.3,0,299,0,0,0
HIST-PIPE-06423,59,Cast Iron,150,251.1,2,155,0,0,0
HIST-PIPE-06424,21,Ductile Iron,600,88.8,2,76,1,0,0
HIST-PIPE-06425,27,PVC,600,413.2,1,490,1,0,0
HIST-PIPE-06426,64,Steel,250,577.4,0,719,0,0,0
HIST-PIPE-06427,65,Cast Iron,150,243.5,4,556,5,4,0
HIST-PIPE-06428,57,Ductile Iron,300,375.7,0,694,2,1,0
HIST-PIPE-06429,16,Ductile Iron,250,256.8,0,786,0,0,0
HIST-PIPE-06430,39,Ductile Iron,200,128.5,3,611,4,3,0
HIST-PIPE-06431,49,Cast Iron,100,368.1,0,1016,1,1,1
HIST-PIPE-06432,35,Ductile Iron,500,472.9,2,594,3,2,0
HIST-PIPE-06433,25,Ductile Iron,150,150.3,1,2340,3,1,0
HIST-PIPE-06434,41,Cast Iron,150,482.9,1,772,2,0,0
HIST-PIPE-06435,57,PVC,150,738.1,0,1091,3,3,0
HIST-PIPE-06436,27,Ductile Iron,100,921.6,2,276,4,2,0
HIST-PIPE-06437,34,Ductile Iron,100,116.3,0,172,0,0,0
HIST-PIPE-06438,72,Ductile Iron,500,114.1,4,537,4,3,0
HIST-PIPE-06439,27,Ductile Iron,300,762.0,0,782,0,0,0
HIST-PIPE-06440,38,PVC,100,453.9,0,68,2,1,0
HIST-PIPE-06441,73,Ductile Iron,250,98.7,1,921,1,1,1
HIST-PIPE-06442,53,Cast Iron,100,289.2,1,715,0,0,0
HIST-PIPE-06443,59,Cast Iron,250,549.2,2,1216,2,2,0
HIST-PIPE-06444,35,Cast Iron,200,127.7,2,2220,1,1,1
HIST-PIPE-06445,47,Cast Iron,600,894.4,2,456,0,0,1
HIST-PIPE-06446,68,Ductile Iron,200,753.4,4,26,3,2,0
HIST-PIPE-06447,57,Steel,300,365.1,1,1012,0,0,0
HIST-PIPE-06448,49,PVC,100,576.4,1,67,3,2,0
HIST-PIPE-06449,34,Steel,500,106.4,0,204,1,0,1
HIST-PIPE-06450,38,Cast Iron,200,149.8,0,679,1,0,0
HIST-PIPE-06451,54,Ductile Iron,150,571.0,1,169,0,0,0
HIST-PIPE-06452,39,PVC,100,255.7,0,1765,5,3,0
HIST-PIPE-06453,30,Ductile Iron,250,119.9,1,71,2,2,0
HIST-PIPE-06454,56,Steel,300,169.9,1,693,3,1,0
HIST-PIPE-06455,62,Cast Iron,100,390.7,5,1283,3,3,1
HIST-PIPE-06456,43,Steel,100,64.7,0,540,1,1,0
HIST-PIPE-06457,28,Ductile Iron,150,106.2,0,31,0,0,0
HIST-PIPE-06458,58,Ductile Iron,400,129.2,0,812,1,0,0
HIST-PIPE-06459,43,PVC,600,814.6,0,3000,1,1,0
HIST-PIPE-06460,24,Steel,300,815.3,0,1465,1,0,1
HIST-PIPE-06461,71,Cast Iron,100,133.6,2,1312,8,8,0
HIST-PIPE-06462,52,Cast Iron,400,369.1,0,141,1,0,0
HIST-PIPE-06463,26,Ductile Iron,100,206.3,0,1552,0,0,0
HIST-PIPE-06464,22,PVC,400,68.1,0,528,1,1,0
HIST-PIPE-06465,31,Ductile Iron,150,108.3,0,775,0,0,0
HIST-PIPE-06466,50,Ductile Iron,300,51.9,1,433,0,0,0
HIST-PIPE-06467,33,Ductile Iron,100,1502.4,0,238,2,1,0
HIST-PIPE-06468,53,Cast Iron,100,417.2,2,644,0,0,0
HIST-PIPE-06469,46,Steel,200,99.8,2,355,0,0,0
HIST-PIPE-06470,28,PVC,100,512.9,0,1564,2,1,0
HIST-PIPE-06471,33,Ductile Iron,150,381.7,1,156,1,0,0
HIST-PIPE-06472,31,Steel,300,131.2,0,1880,2,0,0
HIST-PIPE-06473,35,Ductile Iron,250,287.8,2,462,1,1,0
HIST-PIPE-06474,24,Ductile Iron,150,380.1,1,61,1,0,0
HIST-PIPE-06475,27,PVC,100,207.3,0,728,1,1,0
HIST-PIPE-06476,25,PVC,150,1164.8,2,54,0,0,0
HIST-PIPE-06477,44,PVC,300,84.8,0,1169,3,2,0
HIST-PIPE-06478,39,Cast Iron,150,97.2,2,316,0,0,0
HIST-PIPE-06479,60,Cast Iron,150,729.8,0,847,1,0,0
HIST-PIPE-06480,59,Ductile Iron,100,150.8,1,687,2,1,0
HIST-PIPE-06481,43,PVC,250,98.8,0,264,2,2,1
HIST-PIPE-06482,49,Steel,250,221.3,0,277,2,2,0
HIST-PIPE-06483,56,Ductile Iron,200,114.5,1,2816,4,4,0
HIST-PIPE-06484,21,Cast Iron,300,295.7,0,566,1,1,0
HIST-PIPE-06485,45,Steel,400,513.1,3,1500,6,4,0
HIST-PIPE-06486,46,Steel,300,543.1,0,225,0,0,0
HIST-PIPE-06487,58,Steel,200,176.4,3,974,3,3,0
HIST-PIPE-06488,38,Ductile Iron,500,460.0,1,259,4,4,0
HIST-PIPE-06489,59,Ductile Iron,150,1227.9,1,93,1,0,0
HIST-PIPE-06490,27,Cast Iron,250,52.6,1,632,3,1,0
HIST-PIPE-06491,69,Cast Iron,200,413.8,9,367,0,0,1
HIST-PIPE-06492,51,Ductile Iron,400,292.3,1,92,2,1,0
HIST-PIPE-06493,59,Cast Iron,200,225.4,4,516,1,1,0
HIST-PIPE-06494,19,Ductile Iron,200,132.1,0,327,0,0,0
HIST-PIPE-06495,51,Concrete,200,96.3,2,228,2,0,0
HIST-PIPE-06496,65,Cast Iron,100,938.0,4,101,4,4,0
HIST-PIPE-06497,30,PVC,400,60.8,0,614,0,0,0
HIST-PIPE-06498,49,Cast Iron,400,272.1,1,98,7,6,1
HIST-PIPE-06499,41,Ductile Iron,250,130.2,1,1143,7,3,0
HIST-PIPE-06500,38,PVC,150,105.8,1,12,1,0,0
HIST-PIPE-06501,41,Cast Iron,150,202.2,0,1294,1,1,0
HIST-PIPE-06502,21,PVC,100,183.0,0,179,0,0,0
HIST-PIPE-06503,49,Cast Iron,100,266.8,2,684,0,0,0
HIST-PIPE-06504,27,Ductile Iron,200,287.8,1,596,5,2,0
HIST-PIPE-06505,53,Ductile Iron,100,295.7,1,281,0,0,0
HIST-PIPE-06506,57,Ductile Iron,100,99.5,2,687,1,1,1
HIST-PIPE-06507,37,Steel,150,115.5,1,430,4,0,0
HIST-PIPE-06508,53,Ductile Iron,150,187.1,0,831,0,0,0
HIST-PIPE-06509,72,Concrete,200,79.5,0,319,2,2,0
HIST-PIPE-06510,44,Concrete,150,677.1,0,360,3,1,0
HIST-PIPE-06511,38,PVC,500,86.0,0,933,2,1,1
HIST-PIPE-06512,31,PVC,500,140.7,1,41,1,1,0
HIST-PIPE-06513,44,Ductile Iron,100,404.9,2,2178,6,4,0
HIST-PIPE-06514,20,PVC,600,982.3,0,286,0,0,0
HIST-PIPE-06515,45,Ductile Iron,100,100.6,0,1906,2,0,0
HIST-PIPE-06516,36,Ductile Iron,150,252.4,0,255,0,0,0
HIST-PIPE-06517,26,PVC,400,173.4,0,1031,0,0,0
HIST-PIPE-06518,22,Ductile Iron,250,278.9,0,97,3,2,0
HIST-PIPE-06519,29,PVC,100,251.8,0,906,1,0,0
HIST-PIPE-06520,22,PVC,300,351.6,0,501,2,2,0
HIST-PIPE-06521,56,Steel,250,65.3,1,707,4,1,0
HIST-PIPE-06522,13,PVC,500,668.2,0,1062,1,0,0
HIST-PIPE-06523,17,PVC,500,61.8,0,376,0,0,0
HIST-PIPE-06524,58,Ductile Iron,600,347.4,2,923,1,1,0
HIST-PIPE-06525,27,PVC,200,638.9,0,62,1,0,0
HIST-PIPE-06526,60,Cast Iron,250,92.9,2,2684,1,0,0
HIST-PIPE-06527,17,Ductile Iron,600,450.8,0,436,0,0,0
HIST-PIPE-06528,64,Cast Iron,100,132.7,5,1367,0,0,0
HIST-PIPE-06529,40,Ductile Iron,300,127.5,0,30,1,1,0
HIST-PIPE-06530,54,Concrete,100,66.0,1,112,1,1,0
HIST-PIPE-06531,32,PVC,800,210.8,0,699,0,0,0
HIST-PIPE-06532,23,PVC,100,831.1,0,236,2,1,0
HIST-PIPE-06533,41,Ductile Iron,200,476.5,1,992,1,1,0
HIST-PIPE-06534,55,Steel,200,344.3,0,1145,0,0,0
HIST-PIPE-06535,26,Ductile Iron,150,647.4,2,741,2,1,0
HIST-PIPE-06536,14,PVC,300,681.9,0,555,2,1,0
HIST-PIPE-06537,37,Ductile Iron,150,365.1,1,654,4,2,0
HIST-PIPE-06538,26,Ductile Iron,150,180.0,0,1558,0,0,0
HIST-PIPE-06539,50,Cast Iron,100,793.7,1,1691,3,1,0
HIST-PIPE-06540,48,Steel,250,200.7,3,752,0,0,0
HIST-PIPE-06541,20,PVC,100,116.5,0,288,0,0,0
HIST-PIPE-06542,60,Steel,400,336.8,2,133,2,0,0
HIST-PIPE-06543,51,Steel,150,80.9,1,763,1,1,0
HIST-PIPE-06544,51,Concrete,200,133.0,2,368,3,2,0
HIST-PIPE-06545,48,Concrete,200,708.3,0,413,0,0,0
HIST-PIPE-06546,49,Ductile Iron,250,239.1,0,425,0,0,0
HIST-PIPE-06547,61,Cast Iron,150,284.7,5,386,0,0,0
HIST-PIPE-06548,66,Ductile Iron,400,320.8,0,1386,0,0,0
HIST-PIPE-06549,48,Steel,300,287.7,0,78,3,0,0
HIST-PIPE-06550,50,PVC,150,136.0,2,495,2,0,0
HIST-PIPE-06551,42,PVC,100,917.2,1,276,0,0,0
HIST-PIPE-06552,21,Steel,200,447.9,0,925,1,0,0
HIST-PIPE-06553,51,Cast Iron,600,418.5,3,192,5,4,1
HIST-PIPE-06554,48,Cast Iron,100,684.2,5,426,0,0,1
HIST-PIPE-06555,45,Steel,400,445.1,0,1063,0,0,0
HIST-PIPE-06556,61,Cast Iron,250,95.2,1,399,0,0,0
HIST-PIPE-06557,16,PVC,100,195.2,0,224,1,0,0
HIST-PIPE-06558,56,Concrete,200,213.7,6,890,2,1,0
HIST-PIPE-06559,22,Cast Iron,250,440.3,0,397,0,0,0
HIST-PIPE-06560,50,Cast Iron,250,477.5,5,618,4,3,0
HIST-PIPE-06561,14,Cast Iron,500,334.5,1,251,0,0,1
HIST-PIPE-06562,49,Concrete,400,228.7,4,721,0,0,0
HIST-PIPE-06563,75,Cast Iron,150,781.3,2,884,2,1,0
HIST-PIPE-06564,33,PVC,100,333.3,1,386,1,1,0
HIST-PIPE-06565,42,Ductile Iron,100,657.7,1,137,2,1,0
HIST-PIPE-06566,52,Cast Iron,600,966.4,6,239,10,9,0
HIST-PIPE-06567,46,Cast Iron,500,242.4,3,288,0,0,0
HIST-PIPE-06568,25,Ductile Iron,300,170.3,1,412,1,1,0
HIST-PIPE-06569,45,Concrete,600,212.8,0,1892,1,1,0
HIST-PIPE-06570,39,PVC,150,80.2,2,18,1,0,0
HIST-PIPE-06571,53,Cast Iron,300,201.0,1,164,1,1,0
HIST-PIPE-06572,58,PVC,200,297.1,0,9,1,1,0
HIST-PIPE-06573,53,Ductile Iron,300,130.7,2,725,4,3,0
HIST-PIPE-06574,62,PVC,250,118.6,0,204,1,1,0
HIST-PIPE-06575,34,Ductile Iron,400,183.4,2,3000,4,3,0
HIST-PIPE-06576,65,Concrete,150,87.1,1,170,1,0,0
HIST-PIPE-06577,43,PVC,600,287.8,1,419,1,0,1
HIST-PIPE-06578,49,Cast Iron,100,403.2,5,264,3,3,1
HIST-PIPE-06579,60,Cast Iron,250,360.7,5,233,4,4,0
HIST-PIPE-06580,36,Cast Iron,300,165.1,1,2107,1,0,0
HIST-PIPE-06581,45,Ductile Iron,200,739.8,0,1488,1,0,0
HIST-PIPE-06582,52,PVC,150,90.7,0,6,0,0,0
HIST-PIPE-06583,67,Steel,200,50.5,0,350,1,1,0
HIST-PIPE-06584,31,Steel,200,100.5,2,704,3,3,0
HIST-PIPE-06585,18,PVC,100,500.5,0,394,0,0,0
HIST-PIPE-06586,43,Steel,300,594.0,0,2906,0,0,0
HIST-PIPE-06587,46,Cast Iron,150,559.0,1,891,0,0,0
HIST-PIPE-06588,9,Ductile Iron,400,187.2,0,545,0,0,0
HIST-PIPE-06589,55,Cast Iron,100,777.4,2,371,2,1,0
HIST-PIPE-06590,9,PVC,200,821.0,0,108,2,1,0
HIST-PIPE-06591,41,PVC,250,650.4,0,855,5,1,0
HIST-PIPE-06592,53,Cast Iron,800,517.5,3,27,7,7,1
HIST-PIPE-06593,28,Concrete,150,693.8,1,1697,7,4,0
HIST-PIPE-06594,52,Cast Iron,250,425.9,4,353,0,0,0
HIST-PIPE-06595,44,Steel,100,1214.8,2,563,3,2,0
HIST-PIPE-06596,43,Steel,300,398.0,2,362,2,0,0
HIST-PIPE-06597,49,Cast Iron,400,113.2,1,326,1,0,0
HIST-PIPE-06598,46,Cast Iron,400,120.6,4,2882,4,3,1
HIST-PIPE-06599,60,Ductile Iron,500,247.1,0,626,4,1,0
HIST-PIPE-06600,50,Steel,150,494.9,0,1536,0,0,0
HIST-PIPE-06601,53,Cast Iron,250,102.9,2,159,5,4,0
HIST-PIPE-06602,13,PVC,150,125.8,0,464,0,0,0
HIST-PIPE-06603,57,Cast Iron,300,78.1,5,496,0,0,1
HIST-PIPE-06604,36,Steel,150,114.2,1,333,5,5,0
HIST-PIPE-06605,30,PVC,200,137.0,1,441,0,0,0
HIST-PIPE-06606,22,Ductile Iron,100,336.2,0,173,0,0,0
HIST-PIPE-06607,32,Ductile Iron,400,222.1,1,1040,0,0,0
HIST-PIPE-06608,42,Ductile Iron,200,84.5,0,649,0,0,0
HIST-PIPE-06609,29,Steel,250,110.4,0,82,1,1,0
HIST-PIPE-06610,57,Cast Iron,250,306.8,4,494,3,3,0
HIST-PIPE-06611,33,PVC,150,99.5,0,1905,2,0,0
HIST-PIPE-06612,45,Ductile Iron,300,506.8,0,1982,3,3,0
HIST-PIPE-06613,49,Concrete,400,85.1,2,3000,1,1,0
HIST-PIPE-06614,46,Steel,200,123.8,0,177,0,0,0
HIST-PIPE-06615,41,Ductile Iron,400,780.6,1,1124,0,0,0
HIST-PIPE-06616,36,Ductile Iron,100,316.9,0,605,1,1,0
HIST-PIPE-06617,47,Cast Iron,150,1633.9,0,1049,5,4,1
HIST-PIPE-06618,33,Ductile Iron,100,107.9,1,693,1,1,0
HIST-PIPE-06619,30,PVC,150,78.2,1,178,0,0,0
HIST-PIPE-06620,34,Ductile Iron,800,77.6,0,65,0,0,0
HIST-PIPE-06621,58,Ductile Iron,200,1008.5,0,502,3,2,0
HIST-PIPE-06622,48,Concrete,150,410.7,0,350,2,0,1
HIST-PIPE-06623,13,Ductile Iron,250,193.9,0,317,1,0,0
HIST-PIPE-06624,47,Cast Iron,100,219.6,1,617,0,0,1
HIST-PIPE-06625,20,Ductile Iron,150,471.6,1,906,1,1,0
HIST-PIPE-06626,40,Ductile Iron,200,385.6,2,891,1,1,0
HIST-PIPE-06627,58,Ductile Iron,200,203.9,0,486,2,2,0
HIST-PIPE-06628,39,PVC,250,459.9,1,519,0,0,0
HIST-PIPE-06629,10,PVC,100,196.8,0,510,0,0,0
HIST-PIPE-06630,58,Cast Iron,150,260.8,1,1063,1,0,1
HIST-PIPE-06631,59,Steel,250,715.9,1,1601,0,0,0
HIST-PIPE-06632,40,PVC,150,94.0,0,514,2,1,0
HIST-PIPE-06633,38,Ductile Iron,250,248.2,1,1354,4,0,0
HIST-PIPE-06634,55,Cast Iron,500,83.7,3,2008,3,3,1
HIST-PIPE-06635,19,PVC,500,63.8,0,136,0,0,0
HIST-PIPE-06636,33,Ductile Iron,250,1234.3,1,416,1,0,0
HIST-PIPE-06637,28,Ductile Iron,100,339.4,0,259,6,2,0
HIST-PIPE-06638,40,Ductile Iron,300,1371.9,0,105,0,0,0
HIST-PIPE-06639,9,PVC,200,735.3,0,178,0,0,0
HIST-PIPE-06640,51,Cast Iron,500,1526.6,4,385,5,4,1
HIST-PIPE-06641,10,Ductile Iron,250,1004.6,0,429,5,3,0
HIST-PIPE-06642,20,Ductile Iron,100,789.9,1,446,2,0,0
HIST-PIPE-06643,66,Ductile Iron,150,500.9,4,310,0,0,0
HIST-PIPE-06644,58,Concrete,150,514.4,2,2285,0,0,0
HIST-PIPE-06645,36,Concrete,150,1050.8,0,36,0,0,0
HIST-PIPE-06646,23,Steel,300,1370.4,0,910,1,0,0
HIST-PIPE-06647,44,Concrete,150,1059.0,1,1781,1,1,0
HIST-PIPE-06648,44,Ductile Iron,100,281.0,0,1035,0,0,0
HIST-PIPE-06649,54,Concrete,200,783.3,2,99,0,0,0
HIST-PIPE-06650,58,Cast Iron,200,299.8,3,1524,0,0,1
HIST-PIPE-06651,51,Cast Iron,100,340.7,1,260,1,0,0
HIST-PIPE-06652,37,Concrete,150,658.1,0,186,3,1,0
HIST-PIPE-06653,37,PVC,100,670.4,1,1928,0,0,0
HIST-PIPE-06654,31,Concrete,300,657.7,1,455,1,0,1
HIST-PIPE-06655,40,Ductile Iron,500,666.9,1,404,1,0,0
HIST-PIPE-06656,57,PVC,200,244.9,0,215,4,4,0
HIST-PIPE-06657,51,Steel,200,314.6,0,537,3,2,0
HIST-PIPE-06658,51,Cast Iron,400,152.0,2,496,3,1,0
HIST-PIPE-06659,51,Steel,100,267.9,1,315,1,1,0
HIST-PIPE-06660,28,PVC,100,1182.9,0,266,0,0,0
HIST-PIPE-06661,56,Concrete,250,643.6,0,234,2,0,0
HIST-PIPE-06662,12,Ductile Iron,300,207.7,0,773,1,1,0
HIST-PIPE-06663,21,PVC,250,400.8,0,1329,1,1,0
HIST-PIPE-06664,29,PVC,500,152.3,0,592,2,1,0
HIST-PIPE-06665,26,Ductile Iron,150,131.2,2,494,5,3,1
HIST-PIPE-06666,57,Concrete,200,239.2,2,1021,0,0,0
HIST-PIPE-06667,44,Ductile Iron,500,116.0,3,604,0,0,0
HIST-PIPE-06668,34,Cast Iron,400,333.2,3,247,1,1,1
HIST-PIPE-06669,58,Concrete,100,243.6,1,427,4,2,0
HIST-PIPE-06670,54,Concrete,150,102.1,3,385,0,0,0
HIST-PIPE-06671,34,Ductile Iron,300,471.9,1,360,0,0,0
HIST-PIPE-06672,26,Ductile Iron,100,496.8,0,591,1,0,0
HIST-PIPE-06673,45,PVC,400,823.9,1,535,0,0,0
HIST-PIPE-06674,40,Cast Iron,200,485.8,3,30,1,1,0
HIST-PIPE-06675,44,Steel,100,135.7,1,68,1,1,0
HIST-PIPE-06676,36,Cast Iron,200,430.7,1,2,0,0,0
HIST-PIPE-06677,33,Cast Iron,200,1359.8,0,1492,0,0,0
HIST-PIPE-06678,36,Ductile Iron,150,719.7,1,335,0,0,0
HIST-PIPE-06679,50,Cast Iron,200,249.1,2,457,5,3,0
HIST-PIPE-06680,19,Ductile Iron,400,466.8,0,12,0,0,0
HIST-PIPE-06681,51,Cast Iron,150,55.7,2,378,0,0,0
HIST-PIPE-06682,24,Ductile Iron,600,136.5,0,713,1,1,0
HIST-PIPE-06683,60,Steel,250,228.2,2,223,1,1,0
HIST-PIPE-06684,18,Ductile Iron,400,235.1,0,631,5,1,0
HIST-PIPE-06685,54,Cast Iron,100,787.5,2,61,1,0,0
HIST-PIPE-06686,16,PVC,200,1631.0,0,464,2,0,0
HIST-PIPE-06687,25,Ductile Iron,200,262.3,0,2335,0,0,0
HIST-PIPE-06688,47,Steel,100,223.1,0,2178,1,1,0
HIST-PIPE-06689,22,PVC,200,99.3,1,1060,4,1,0
HIST-PIPE-06690,17,PVC,400,143.3,0,389,0,0,0
HIST-PIPE-06691,54,Cast Iron,100,102.7,1,14,2,2,0
HIST-PIPE-06692,45,PVC,250,198.9,1,608,6,6,0
HIST-PIPE-06693,44,Ductile Iron,600,531.5,0,69,0,0,0
HIST-PIPE-06694,51,Ductile Iron,200,57.8,1,172,0,0,0
HIST-PIPE-06695,29,Ductile Iron,150,768.1,1,594,2,1,1
HIST-PIPE-06696,27,PVC,200,498.9,0,317,3,2,0
HIST-PIPE-06697,60,Concrete,200,210.9,1,98,1,1,1
HIST-PIPE-06698,76,Steel,100,310.8,4,188,2,2,0
HIST-PIPE-06699,28,Ductile Iron,100,90.4,2,249,4,3,0
HIST-PIPE-06700,15,PVC,250,578.3,0,1193,0,0,0
HIST-PIPE-06701,51,Steel,200,582.5,3,1952,6,4,0
HIST-PIPE-06702,29,Ductile Iron,150,216.3,0,3000,1,1,0
HIST-PIPE-06703,57,Steel,600,155.7,0,1447,5,3,0
HIST-PIPE-06704,58,Steel,250,357.5,3,2532,5,5,0
HIST-PIPE-06705,32,PVC,150,186.4,0,485,1,1,0
HIST-PIPE-06706,44,Cast Iron,200,476.2,1,501,0,0,1
HIST-PIPE-06707,41,PVC,250,486.4,0,344,5,3,0
HIST-PIPE-06708,63,Concrete,250,1392.9,0,275,1,0,0
HIST-PIPE-06709,8,Ductile Iron,150,202.2,0,616,1,0,0
HIST-PIPE-06710,51,Concrete,250,70.1,3,1157,3,1,0
HIST-PIPE-06711,59,PVC,150,806.7,1,2679,2,1,1
HIST-PIPE-06712,22,Ductile Iron,200,53.4,1,629,0,0,0
HIST-PIPE-06713,58,Steel,250,257.7,3,1131,1,1,0
HIST-PIPE-06714,45,PVC,200,154.1,0,258,0,0,0
HIST-PIPE-06715,48,Steel,250,234.9,1,278,2,2,0
HIST-PIPE-06716,72,Ductile Iron,150,117.1,1,26,0,0,0
HIST-PIPE-06717,73,Concrete,300,442.8,3,583,1,1,0
HIST-PIPE-06718,70,Cast Iron,100,338.6,1,813,5,4,0
HIST-PIPE-06719,45,Ductile Iron,100,231.2,0,422,0,0,0
HIST-PIPE-06720,70,Concrete,600,432.2,0,299,1,1,0
HIST-PIPE-06721,67,Steel,100,80.5,1,1240,2,2,1
HIST-PIPE-06722,64,Cast Iron,250,733.3,6,792,2,2,1
HIST-PIPE-06723,23,PVC,500,262.0,0,2109,0,0,0
HIST-PIPE-06724,40,Concrete,400,384.8,1,339,0,0,0
HIST-PIPE-06725,58,Cast Iron,500,163.4,1,1898,2,1,0
HIST-PIPE-06726,30,Concrete,600,1302.3,0,1874,0,0,1
HIST-PIPE-06727,50,Cast Iron,150,260.1,7,1118,2,2,1
HIST-PIPE-06728,35,Steel,150,122.0,2,636,0,0,0
HIST-PIPE-06729,44,Ductile Iron,100,110.6,1,642,0,0,0
HIST-PIPE-06730,53,Concrete,100,163.9,1,2524,0,0,0
HIST-PIPE-06731,18,PVC,250,568.5,0,358,0,0,0
HIST-PIPE-06732,76,Steel,150,178.8,2,529,1,1,0
HIST-PIPE-06733,70,Cast Iron,150,80.1,3,2105,0,0,0
HIST-PIPE-06734,27,Ductile Iron,250,257.4,0,1572,0,0,0
HIST-PIPE-06735,52,Steel,100,134.4,0,262,1,0,0
HIST-PIPE-06736,52,Cast Iron,100,938.1,2,1079,3,1,1
HIST-PIPE-06737,32,Ductile Iron,300,213.4,0,506,1,0,0
HIST-PIPE-06738,37,Ductile Iron,300,182.5,2,826,2,2,0
HIST-PIPE-06739,42,Ductile Iron,150,258.2,1,540,1,0,0
HIST-PIPE-06740,28,Ductile Iron,200,60.2,0,304,1,1,0
HIST-PIPE-06741,45,PVC,150,315.0,1,148,2,1,0
HIST-PIPE-06742,24,PVC,150,1564.1,1,246,1,1,0
HIST-PIPE-06743,47,PVC,100,197.1,0,62,2,2,0
HIST-PIPE-06744,61,Cast Iron,150,1007.5,4,236,4,3,0
HIST-PIPE-06745,59,Cast Iron,100,95.5,1,454,10,6,1
HIST-PIPE-06746,35,Ductile Iron,200,362.0,0,460,0,0,0
HIST-PIPE-06747,15,Ductile Iron,200,115.0,0,1113,2,2,0
